,restaurant,negfood_score,negservice_score,posfood_score,posservice_score
324,LĒNA,0.016949152542372,0.042372881355932,0.38983050847457595,0.5508474576271181
325,Red Rooster Harlem,0.024390243902439,0.05691056910569101,0.6341463414634141,0.284552845528455
326,Xi'an Famous Foods1,0.07258064516129001,0.032258064516129004,0.7580645161290319,0.13709677419354802
327,Beauty & Essex,0.008,0.024,0.52,0.44799999999999995
328,Aurora,0.04,0.04,0.48,0.44
329,Heidi's House By The Side Of The Road,0.016393442622950002,0.016393442622950002,0.6311475409836059,0.336065573770491
330,Kiki's,0.055555555555555004,0.12698412698412598,0.587301587301587,0.23015873015873
331,The Flatiron Room,0.024793388429752,0.07438016528925599,0.13223140495867702,0.7685950413223142
332,Taiwan Pork Chop House,0.17355371900826402,0.024793388429752,0.7272727272727271,0.07438016528925599
333,Defontes,0.07438016528925599,0.057851239669421,0.644628099173553,0.223140495867768
334,Lilia,0.046511627906976,0.015503875968992003,0.7364341085271311,0.20155038759689906
335,Turntable Chicken Jazz,0.05691056910569101,0.05691056910569101,0.520325203252032,0.365853658536585
336,Oceanic Boil,0.03076923076923,0.046153846153846,0.5692307692307691,0.35384615384615303
337,China Xiang 中国湘,0.11023622047244,0.11023622047244,0.5826771653543299,0.19685039370078705
338,Spoon Table & Bar,0.048780487804878,0.032520325203252,0.6829268292682921,0.23577235772357705
339,Canal Street Market,0.082644628099173,0.049586776859504,0.5123966942148761,0.35537190082644604
340,Maison Pickle,0.016129032258064002,0.016129032258064002,0.7580645161290319,0.209677419354838
341,Le Sia,0.10655737704917999,0.065573770491803,0.6311475409836059,0.19672131147540906
342,Hometown Hotpot & BBQ,0.049180327868852014,0.090163934426229,0.6885245901639341,0.17213114754098302
343,Peaches,0.03076923076923,0.123076923076923,0.553846153846153,0.29230769230769205
344,Melba's,0.056451612903225014,0.06451612903225801,0.5645161290322579,0.314516129032258
345,Mu Ramen,0.070866141732283,0.094488188976377,0.653543307086614,0.181102362204724
346,Bangia,0.07142857142857101,0.047619047619047006,0.5714285714285711,0.30952380952380903
347,Misi,0.04,0.016,0.792,0.152
348,The Brooklyn Tree,0.08333333333333301,0.05,0.6583333333333331,0.208333333333333
349,Scarpetta,0.023255813953488,0.031007751937984007,0.5891472868217049,0.356589147286821
350,Momofuku Nishi,0.056451612903225014,0.040322580645161005,0.7580645161290319,0.14516129032258002
351,Oscar Wilde,0.024390243902439,0.032520325203252,0.260162601626016,0.6829268292682921
352,Russ & Daughters Cafe,0.048780487804878,0.032520325203252,0.691056910569105,0.227642276422764
353,Szechuan Mountain House,0.057377049180327,0.032786885245901,0.7540983606557371,0.15573770491803202
354,Sakagura,0.06201550387596801,0.054263565891472014,0.5038759689922481,0.37984496124031
355,983-Bushwick's Living Room,0.04,0.08,0.616,0.264
356,Suzume,0.08943089430894301,0.040650406504065005,0.6747967479674789,0.195121951219512
357,Roberta's,0.040983606557377004,0.049180327868852014,0.704918032786885,0.20491803278688506
358,La Lanterna Di Vittorio,0.015625,0.03125,0.5703125,0.3828125
359,Cask Bar & Kitchen,0.06451612903225801,0.016129032258064002,0.5564516129032251,0.362903225806451
360,Brooklyn Ice House,0.016393442622950002,0.090163934426229,0.32786885245901604,0.565573770491803
361,Aurora Soho,0.048,0.048,0.512,0.392
362,Walter's,0.04,0.055999999999999994,0.56,0.34400000000000003
363,While We Were Young,0.016393442622950002,0.049180327868852014,0.40163934426229503,0.532786885245901
364,Father Knows Best,0.03937007874015701,0.118110236220472,0.362204724409448,0.480314960629921
365,The Wren,0.05,0.075,0.458333333333333,0.416666666666666
366,XYST,0.049180327868852014,0.024590163934426004,0.7540983606557371,0.17213114754098302
367,Angkor Cambodian Bistro,0.008196721311475001,0.016393442622950002,0.704918032786885,0.27049180327868805
368,Zyara NY,0.058333333333333,0.041666666666666005,0.616666666666666,0.28333333333333305
369,Fish Cheeks,0.008130081300813,0.016260162601626,0.7560975609756091,0.21951219512195105
370,DeStefano's Steakhouse,0.053435114503815995,0.0,0.641221374045801,0.3053435114503811
371,Tofu Tofu,0.061538461538461015,0.0076923076923070014,0.7461538461538461,0.184615384615384
372,The Grey Dog,0.048780487804878,0.024390243902439,0.4715447154471541,0.4552845528455281
373,Ampersand,0.024390243902439,0.048780487804878,0.27642276422764195,0.6504065040650401
374,Locanda Verde,0.055118110236220014,0.07874015748031402,0.6456692913385821,0.22047244094488105
375,Glasserie,0.049586776859504,0.082644628099173,0.40495867768595,0.462809917355371
376,Karczma,0.032520325203252,0.008130081300813,0.6341463414634141,0.32520325203252004
377,Brooklyn Crab,0.057851239669421,0.15702479338842903,0.28925619834710703,0.495867768595041
378,Seamore's,0.072164948453608,0.092783505154639,0.381443298969072,0.45360824742267997
379,Galata Mediterranean Cuisine,0.04,0.016,0.5920000000000001,0.35200000000000004
380,Izakaya,0.066115702479338,0.041322314049585994,0.6859504132231401,0.20661157024793306
381,The Meatball Shop1,0.134920634920634,0.047619047619047006,0.6428571428571421,0.17460317460317398
382,Le Bernardin,0.040322580645161005,0.06451612903225801,0.37903225806451596,0.5161290322580641
383,Westville Chelsea,0.032786885245901,0.049180327868852014,0.704918032786885,0.21311475409835998
384,Veselka,0.008130081300813,0.040650406504065005,0.7642276422764219,0.18699186991869896
385,North River Lobster Co,0.007936507936507001,0.095238095238095,0.12698412698412598,0.7698412698412691
386,Ruffian,0.008196721311475001,0.08196721311475401,0.295081967213114,0.6147540983606551
387,Nai Tapas,0.024,0.04,0.5760000000000001,0.36
388,Nino's 46,0.055999999999999994,0.032,0.672,0.24
389,Hakata Tonton,0.05691056910569101,0.048780487804878,0.7398373983739831,0.15447154471544702
390,Flip Sigi,0.083969465648854,0.045801526717557,0.580152671755725,0.290076335877862
391,The Loeb Boathouse,0.008333333333333,0.125,0.28333333333333305,0.583333333333333
392,Cocoron2,0.094488188976377,0.055118110236220014,0.748031496062992,0.102362204724409
393,The Gumbo Bros,0.12,0.048,0.64,0.192
394,Calle Dao - Bryant Park,0.016393442622950002,0.016393442622950002,0.6311475409836059,0.336065573770491
395,Tipsy Shanghai,0.107438016528925,0.066115702479338,0.628099173553719,0.198347107438016
396,Ugly Baby,0.048780487804878,0.08130081300813001,0.6504065040650401,0.21951219512195105
397,Trademark Taste + Grind,0.045454545454545005,0.037878787878787006,0.6893939393939389,0.22727272727272704
398,Black Iron Burger,0.032520325203252,0.065040650406504,0.6097560975609749,0.292682926829268
399,Sushi by Bou Times Square,0.024,0.024,0.384,0.5680000000000001
400,Lobster Joint,0.11475409836065499,0.057377049180327,0.5,0.32786885245901604
401,Tartinery Hudson Eats,0.032786885245901,0.08196721311475401,0.352459016393442,0.532786885245901
402,White Oak Tavern,0.024590163934426004,0.032786885245901,0.44262295081967207,0.5
403,Bozu,0.08130081300813001,0.065040650406504,0.658536585365853,0.195121951219512
404,Samurai Mama,0.08196721311475401,0.10655737704917999,0.6311475409836059,0.18032786885245905
405,Llama Inn,0.007874015748031,0.07874015748031402,0.566929133858267,0.34645669291338504
406,Au Cheval Diner,0.07377049180327801,0.016393442622950002,0.7540983606557371,0.15573770491803202
407,NAYA,0.065573770491803,0.040983606557377004,0.6311475409836059,0.262295081967213
408,Upland,0.015873015873014998,0.007936507936507001,0.7222222222222221,0.253968253968253
409,Meadowsweet,0.049586776859504,0.082644628099173,0.5950413223140489,0.27272727272727204
410,Osamil,0.007407407407407002,0.014814814814814004,0.7851851851851851,0.19259259259259198
411,Sushi By M,0.024590163934426004,0.008196721311475001,0.524590163934426,0.44262295081967207
412,TabeTomo,0.057377049180327,0.016393442622950002,0.8770491803278678,0.049180327868852014
413,Ramen Lab,0.021582733812949003,0.050359712230215,0.7482014388489201,0.17985611510791302
414,Gotham West Market,0.048780487804878,0.113821138211382,0.40650406504065,0.43089430894308905
415,Minnie's,0.056451612903225014,0.048387096774193006,0.5645161290322579,0.330645161290322
416,The Four Horsemen,0.049586776859504,0.049586776859504,0.5041322314049579,0.396694214876033
417,Taco Dumbo,0.107438016528925,0.082644628099173,0.33884297520661105,0.47107438016528896
418,PizzArte,0.066115702479338,0.107438016528925,0.5785123966942141,0.24793388429752006
419,The Good Fork,0.07438016528925599,0.115702479338842,0.47107438016528896,0.33884297520661105
420,Moloko,0.08870967741935401,0.056451612903225014,0.314516129032258,0.540322580645161
421,El Mate,0.015037593984962,0.037593984962406006,0.6616541353383449,0.28571428571428503
422,Havana NY,0.032,0.0,0.472,0.496
423,Oiji,0.024590163934426004,0.024590163934426004,0.852459016393442,0.098360655737704
424,Totto Ramen - Midtown East,0.113821138211382,0.016260162601626,0.7642276422764219,0.105691056910569
425,Per Se,0.0,0.056451612903225014,0.33870967741935404,0.6048387096774189
426,Peaches Shrimp and Crab,0.048387096774193006,0.104838709677419,0.57258064516129,0.27419354838709603
427,Set L.E.S,0.0234375,0.0859375,0.5390625,0.3515625
428,Best Bagel & Coffee,0.016528925619834,0.008264462809917,0.8842975206611571,0.09090909090909
429,The Seafire Grill,0.008,0.008,0.608,0.376
430,The Greek,0.049586776859504,0.082644628099173,0.40495867768595,0.462809917355371
431,Au Za'atar,0.049180327868852014,0.024590163934426004,0.4672131147540981,0.45901639344262196
432,Tri Dim Shanghai,0.070866141732283,0.07874015748031402,0.6456692913385821,0.204724409448818
433,The Tang - Upper West Side,0.049586776859504,0.033057851239669,0.8016528925619829,0.115702479338842
434,The Saint Austere,0.024793388429752,0.057851239669421,0.6528925619834711,0.26446280991735505
435,Pates Et Traditions,0.032258064516129004,0.056451612903225014,0.6129032258064511,0.298387096774193
436,Yuca Bar,0.03937007874015701,0.102362204724409,0.3700787401574801,0.4881889763779521
437,John Brown Smokehouse,0.112903225806451,0.048387096774193006,0.701612903225806,0.13709677419354802
438,Le Barricou,0.040322580645161005,0.032258064516129004,0.7419354838709671,0.18548387096774105
439,The Lobster Place,0.032,0.07200000000000001,0.664,0.23199999999999998
440,Dim Sum Palace2,0.06060606060606,0.020202020202020003,0.7373737373737371,0.18181818181818105
441,Hortus NYC,0.016666666666666,0.05,0.7000000000000001,0.23333333333333306
442,The Market,0.08064516129032201,0.096774193548387,0.5806451612903221,0.24193548387096706
443,Galli,0.015873015873014998,0.039682539682539,0.603174603174603,0.34126984126984095
444,Grill 21,0.049586776859504,0.107438016528925,0.644628099173553,0.198347107438016
445,Fancy Nancy,0.008130081300813,0.105691056910569,0.365853658536585,0.520325203252032
446,Jun-Men Ramen Bar,0.008196721311475001,0.016393442622950002,0.90983606557377,0.065573770491803
447,Cafe Katja,0.03125,0.03125,0.59375,0.3437500000000001
448,Sagaponack Bar & Grill,0.007936507936507001,0.047619047619047006,0.539682539682539,0.4047619047619041
449,White Horse Tavern - Financial District,0.032786885245901,0.12295081967213099,0.22950819672131098,0.6147540983606551
450,Pylos,0.033057851239669,0.057851239669421,0.6942148760330571,0.21487603305785105
451,Boqueria West 40th St,0.016666666666666,0.05,0.6666666666666661,0.266666666666666
452,Totto Ramen,0.07438016528925599,0.07438016528925599,0.760330578512396,0.09090909090909
453,Thai Holic,0.055118110236220014,0.03937007874015701,0.6850393700787399,0.22047244094488105
454,Cecconi's Dumbo,0.040650406504065005,0.08943089430894301,0.504065040650406,0.365853658536585
455,The Greek Kitchen,0.049180327868852014,0.040983606557377004,0.5819672131147541,0.32786885245901604
456,Cuba Restaurant and Rum Bar,0.040650406504065005,0.032520325203252,0.4390243902439021,0.48780487804878
457,Dinosaur Bar-B-Que,0.064,0.096,0.624,0.21600000000000003
458,Hanoi House,0.024590163934426004,0.008196721311475001,0.8770491803278678,0.090163934426229
459,Selamat Pagi,0.08943089430894301,0.05691056910569101,0.56910569105691,0.284552845528455
460,Nish Nush,0.07200000000000001,0.07200000000000001,0.7040000000000001,0.152
461,Manhatta,0.008,0.008,0.46399999999999997,0.52
462,Jungsik,0.008130081300813,0.032520325203252,0.577235772357723,0.38211382113821096
463,TØRST,0.016528925619834,0.049586776859504,0.26446280991735505,0.6694214876033051
464,Maison Premiere,0.024193548387096003,0.07258064516129001,0.28225806451612895,0.6209677419354831
465,Babbo,0.03875968992248,0.03875968992248,0.6976744186046511,0.22480620155038705
466,Lupa,0.05691056910569101,0.032520325203252,0.6504065040650401,0.260162601626016
467,Westville Hudson,0.040983606557377004,0.049180327868852014,0.60655737704918,0.30327868852459
468,Five Leaves,0.07200000000000001,0.128,0.528,0.272
469,District Social,0.024193548387096003,0.07258064516129001,0.4516129032258061,0.4516129032258061
470,Ho Foods,0.056451612903225014,0.016129032258064002,0.8387096774193541,0.08870967741935401
471,Spicy Village,0.099173553719008,0.024793388429752,0.8016528925619829,0.07438016528925599
472,Williamsburg Smorgasburg - Saturday,0.08196721311475401,0.040983606557377004,0.44262295081967207,0.434426229508196
473,The Wei,0.08,0.048,0.728,0.14400000000000002
474,The Grey Dog - Union Square,0.040983606557377004,0.032786885245901,0.5163934426229501,0.4098360655737701
475,Uva,0.032520325203252,0.097560975609756,0.6178861788617881,0.252032520325203
476,Momofuku Noodle Bar,0.049180327868852014,0.049180327868852014,0.7377049180327859,0.16393442622950802
477,Sweetwater Restaurant,0.008064516129032001,0.032258064516129004,0.629032258064516,0.330645161290322
478,Wayan,0.025,0.025,0.7000000000000001,0.25
479,Bazar Tapas Bar and Restaurant,0.024390243902439,0.073170731707317,0.56910569105691,0.33333333333333304
480,Marlow & Sons,0.057851239669421,0.082644628099173,0.520661157024793,0.33884297520661105
481,Aska,0.0,0.052631578947367995,0.3684210526315781,0.5789473684210521
482,Puerto Viejo,0.024193548387096003,0.056451612903225014,0.5241935483870961,0.39516129032258
483,AGORA TURKISH RESTAURANT,0.041322314049585994,0.033057851239669,0.611570247933884,0.314049586776859
484,The Burgary,0.032786885245901,0.049180327868852014,0.6557377049180321,0.262295081967213
485,Ayza Wine & Chocolate Bar,0.008130081300813,0.040650406504065005,0.6097560975609749,0.34146341463414603
486,ilili,0.055999999999999994,0.016,0.648,0.28
487,Saiguette,0.024390243902439,0.048780487804878,0.8048780487804871,0.121951219512195
488,The Jin,0.040983606557377004,0.032786885245901,0.639344262295082,0.286885245901639
489,June,0.024793388429752,0.057851239669421,0.29752066115702397,0.619834710743801
490,Los Mariscos,0.032520325203252,0.032520325203252,0.5365853658536579,0.398373983739837
491,St. Mazie,0.032786885245901,0.07377049180327801,0.24590163934426199,0.6475409836065571
492,19 Cleveland By Nish Nush,0.026548672566371,0.07079646017699101,0.4955752212389381,0.40707964601769897
493,Eastwood,0.07377049180327801,0.08196721311475401,0.319672131147541,0.524590163934426
494,La Shuk,0.08130081300813001,0.048780487804878,0.6504065040650401,0.21951219512195105
495,OTB,0.016528925619834,0.057851239669421,0.35537190082644604,0.5702479338842971
496,Verde On Smith,0.015748031496062,0.07874015748031402,0.41732283464566905,0.4881889763779521
497,K'OOK,0.05,0.05,0.7000000000000001,0.2
498,Joey Bats Café,0.016393442622950002,0.008196721311475001,0.557377049180327,0.4180327868852449
499,Fette Sau,0.07936507936507901,0.095238095238095,0.634920634920634,0.19047619047619
500,Marea,0.008130081300813,0.073170731707317,0.6178861788617881,0.30081300813008105
501,Taim West Village,0.097560975609756,0.05691056910569101,0.6666666666666661,0.178861788617886
502,Bunker,0.15322580645161202,0.07258064516129001,0.6048387096774189,0.16935483870967702
503,ICHIRAN - Brooklyn,0.033057851239669,0.107438016528925,0.6694214876033051,0.190082644628099
504,Seed,0.040983606557377004,0.07377049180327801,0.532786885245901,0.352459016393442
505,Amelie,0.024193548387096003,0.016129032258064002,0.4516129032258061,0.508064516129032
506,Dynasty Dim Sum,0.07258064516129001,0.08064516129032201,0.661290322580645,0.18548387096774105
507,Ela Taverna,0.041322314049585994,0.099173553719008,0.396694214876033,0.462809917355371
508,District Saigon,0.069767441860465,0.023255813953488,0.751937984496124,0.155038759689922
509,Xi'an Famous Foods2,0.08800000000000001,0.008,0.8079999999999999,0.096
510,The Brazen Tavern,0.008264462809917,0.041322314049585994,0.35537190082644604,0.5950413223140489
511,La Vara,0.048780487804878,0.05691056910569101,0.6016260162601621,0.292682926829268
512,Pearl's,0.0390625,0.0546875,0.5390625,0.3671875
513,Manousheh,0.073170731707317,0.08130081300813001,0.5528455284552839,0.292682926829268
514,Go! Go! Curry!,0.070866141732283,0.03937007874015701,0.7559055118110231,0.133858267716535
515,Santiago's Beer Garden,0.024793388429752,0.033057851239669,0.34710743801652805,0.5950413223140489
516,Kevin's,0.032786885245901,0.11475409836065499,0.426229508196721,0.426229508196721
517,Westville East,0.049180327868852014,0.057377049180327,0.7131147540983599,0.18032786885245905
518,The Islands,0.046511627906976,0.085271317829457,0.457364341085271,0.410852713178294
519,Calle Dao - Chelsea,0.008196721311475001,0.024590163934426004,0.6311475409836059,0.336065573770491
520,The Food Sermon Kitchen,0.032258064516129004,0.0,0.6451612903225801,0.32258064516129004
521,Riverpark,0.031496062992125005,0.055118110236220014,0.41732283464566905,0.496062992125984
522,Seamores,0.024,0.048,0.68,0.248
523,Leyenda,0.024193548387096003,0.07258064516129001,0.298387096774193,0.6048387096774189
524,Lillie's Victorian Establishment,0.033613445378151,0.050420168067226,0.243697478991596,0.672268907563025
525,Samurai Papa,0.056451612903225014,0.06451612903225801,0.75,0.129032258064516
526,Little Egypt,0.048,0.048,0.496,0.408
527,The Highwater,0.016,0.04,0.44,0.504
528,Bacchus Bistro & Wine Bar,0.031746031746031,0.047619047619047006,0.444444444444444,0.4761904761904761
529,Coco & Cru,0.039682539682539,0.055555555555555004,0.587301587301587,0.317460317460317
530,Barrio Chino,0.016528925619834,0.099173553719008,0.43801652892561904,0.4462809917355369
531,Mamoun's Falafel,0.103174603174603,0.12698412698412598,0.5,0.269841269841269
532,Yakitori Totto,0.039682539682539,0.08730158730158699,0.698412698412698,0.17460317460317398
533,Avlee Greek Kitchen,0.032258064516129004,0.048387096774193006,0.6370967741935479,0.28225806451612895
534,The Plaza Food Hall,0.066115702479338,0.107438016528925,0.28925619834710703,0.5371900826446281
535,Farida Central Asian Cuisine & Grill,0.024590163934426004,0.08196721311475401,0.565573770491803,0.32786885245901604
536,Da Claudio,0.07936507936507901,0.023809523809523003,0.5634920634920629,0.33333333333333304
537,Zest Ramen,0.048780487804878,0.016260162601626,0.7479674796747958,0.18699186991869896
538,Hard Times Christmas Liquors at the Sunset bar,0.07258064516129001,0.112903225806451,0.427419354838709,0.387096774193548
539,Fish,0.04,0.055999999999999994,0.5680000000000001,0.336
540,The Malt House,0.032520325203252,0.08943089430894301,0.390243902439024,0.48780487804878
541,Super Taste,0.069230769230769,0.015384615384615,0.853846153846153,0.061538461538461015
542,The Tuck Room,0.023622047244094,0.236220472440944,0.24409448818897606,0.496062992125984
543,21 Shanghai House,0.119047619047619,0.111111111111111,0.6111111111111109,0.15873015873015803
544,PhoBar1,0.08064516129032201,0.032258064516129004,0.7903225806451608,0.096774193548387
545,Caracas Arepa Bar1,0.049586776859504,0.057851239669421,0.586776859504132,0.305785123966942
546,Colonia Verde,0.08130081300813001,0.097560975609756,0.520325203252032,0.30081300813008105
547,Topaz Noodle Bar,0.032786885245901,0.049180327868852014,0.704918032786885,0.21311475409835998
548,Extra Virgin,0.065040650406504,0.121951219512195,0.479674796747967,0.33333333333333304
549,Jeepney,0.0,0.065040650406504,0.593495934959349,0.34146341463414603
550,Society Cafe,0.032520325203252,0.032520325203252,0.4552845528455281,0.479674796747967
551,Ramen-Ya,0.105691056910569,0.073170731707317,0.6991869918699181,0.121951219512195
552,Rucola,0.040322580645161005,0.048387096774193006,0.44354838709677397,0.4677419354838701
553,Han Dynasty2,0.12598425196850302,0.08661417322834601,0.566929133858267,0.22047244094488105
554,Take31,0.032,0.0,0.8160000000000001,0.152
555,The Crabby Shack,0.04,0.08800000000000001,0.5760000000000001,0.29600000000000004
556,Soju Haus,0.049180327868852014,0.049180327868852014,0.6229508196721311,0.278688524590163
557,Ootoya Greenwich Village,0.07377049180327801,0.08196721311475401,0.6147540983606551,0.22950819672131098
558,Cowgirl Seahorse,0.015748031496062,0.11023622047244,0.362204724409448,0.5118110236220471
559,Diner,0.055999999999999994,0.16,0.35200000000000004,0.43200000000000005
560,Meet Noodles,0.032,0.016,0.7040000000000001,0.248
561,Clinton Hall,0.055999999999999994,0.12,0.44,0.384
562,The Maze,0.008,0.064,0.35200000000000004,0.5760000000000001
563,Bedouin Tent,0.10655737704917999,0.032786885245901,0.6557377049180321,0.20491803278688506
564,Miriam,0.051470588235294,0.125,0.6029411764705881,0.22058823529411706
565,Great NY Noodle Town,0.14516129032258002,0.06451612903225801,0.669354838709677,0.120967741935483
566,Gersi,0.040650406504065005,0.016260162601626,0.7073170731707309,0.23577235772357705
567,Lilly's Craft and Kitchen,0.03333333333333299,0.05,0.425,0.491666666666666
568,The Mermaid Inn1,0.016129032258064002,0.032258064516129004,0.629032258064516,0.32258064516129004
569,Spaghetti Incident,0.057377049180327,0.024590163934426004,0.6803278688524591,0.23770491803278604
570,Black Tap - Soho,0.08130081300813001,0.065040650406504,0.642276422764227,0.21138211382113806
571,Westlight,0.008264462809917,0.15702479338842903,0.190082644628099,0.644628099173553
572,Haenyeo,0.032967032967032,0.054945054945054014,0.6483516483516479,0.26373626373626297
573,Ramen Ishida,0.090163934426229,0.008196721311475001,0.7622950819672131,0.139344262295081
574,Uncle Boons,0.024193548387096003,0.056451612903225014,0.7580645161290319,0.16129032258064502
575,Taverna Kyclades,0.06349206349206299,0.031746031746031,0.603174603174603,0.301587301587301
576,Vida Verde,0.016260162601626,0.032520325203252,0.31707317073170704,0.6341463414634141
577,Zest Szechuan,0.103174603174603,0.07142857142857101,0.73015873015873,0.095238095238095
578,Henry's End,0.024390243902439,0.040650406504065005,0.5447154471544711,0.390243902439024
579,The Commodore,0.039682539682539,0.182539682539682,0.4047619047619041,0.37301587301587297
580,Barbalu Restaurant,0.05,0.03333333333333299,0.558333333333333,0.3583333333333329
581,Loring Place,0.07377049180327801,0.008196721311475001,0.7213114754098361,0.19672131147540906
582,El Jeffe,0.0703125,0.125,0.3984375,0.4062500000000001
583,Di An Di,0.08130081300813001,0.024390243902439,0.658536585365853,0.23577235772357705
584,L'Appart,0.010526315789472999,0.031578947368421005,0.25263157894736804,0.7052631578947359
585,Tony's Di Napoli,0.016260162601626,0.048780487804878,0.5121951219512191,0.4227642276422761
586,Caracas Arepa Bar2,0.056451612903225014,0.040322580645161005,0.596774193548387,0.30645161290322503
587,Lokal 83 Mediterranean Kitchen,0.057377049180327,0.032786885245901,0.565573770491803,0.34426229508196704
588,Menya Jiro- Brooklyn,0.107142857142857,0.035714285714285005,0.7767857142857141,0.080357142857142
589,The Drunken Munkey - UES,0.015625,0.0390625,0.2265625,0.7187500000000001
590,Sweatshop,0.075,0.041666666666666005,0.5416666666666661,0.34166666666666606
591,Angeletto Restaurant,0.048387096774193006,0.040322580645161005,0.491935483870967,0.41935483870967705
592,Tuk Tuk,0.06451612903225801,0.06451612903225801,0.6532258064516121,0.21774193548387
593,Bao Bao Cafe1,0.098360655737704,0.10655737704917999,0.6803278688524591,0.11475409836065499
594,Bowery Road,0.037878787878787006,0.08333333333333301,0.477272727272727,0.4015151515151511
595,Dalongyi Hot Pot,0.1,0.122222222222222,0.6111111111111109,0.16666666666666602
596,Simple NYC,0.040650406504065005,0.016260162601626,0.8617886178861781,0.08130081300813001
597,Forrest Point,0.040322580645161005,0.120967741935483,0.362903225806451,0.47580645161290297
598,Tim Ho Wan Hell's Kitchen,0.056451612903225014,0.040322580645161005,0.7661290322580641,0.13709677419354802
599,Tavola,0.032,0.064,0.6559999999999999,0.248
600,Blueprint,0.008,0.032,0.44799999999999995,0.512
601,Ootoya Times Square,0.146341463414634,0.065040650406504,0.6016260162601621,0.18699186991869896
602,The Brooklyn Barge,0.04201680672268899,0.126050420168067,0.117647058823529,0.7142857142857141
603,San Marzano Pasta Fresca,0.048780487804878,0.065040650406504,0.642276422764227,0.24390243902439
604,The Boil2,0.048387096774193006,0.040322580645161005,0.5483870967741931,0.362903225806451
605,Serendipity 3,0.049180327868852014,0.08196721311475401,0.3770491803278681,0.49180327868852397
606,Olmsted,0.024390243902439,0.040650406504065005,0.658536585365853,0.27642276422764195
607,Joseph Leonard,0.016260162601626,0.05691056910569101,0.585365853658536,0.34146341463414603
608,Taverna Kyclades - East Village,0.048,0.04,0.6960000000000001,0.21600000000000003
609,Crown Shy,0.008264462809917,0.016528925619834,0.6363636363636359,0.33884297520661105
610,The Spaniard,0.008264462809917,0.099173553719008,0.479338842975206,0.4132231404958671
611,Dante,0.024,0.104,0.4,0.472
612,Two 8 Two Bar & Burger,0.05691056910569101,0.040650406504065005,0.6666666666666661,0.23577235772357705
613,Keens Steakhouse,0.07936507936507901,0.039682539682539,0.555555555555555,0.325396825396825
614,Grand Seoul,0.076271186440677,0.076271186440677,0.5254237288135589,0.322033898305084
615,Melt Shop1,0.096774193548387,0.07258064516129001,0.7258064516129029,0.104838709677419
616,Duane Park,0.0,0.041322314049585994,0.14876033057851198,0.8099173553719
617,Banh Mi Saigon,0.032,0.024,0.792,0.152
618,Covina,0.016393442622950002,0.016393442622950002,0.6557377049180321,0.31147540983606503
619,Kura,0.048780487804878,0.024390243902439,0.463414634146341,0.463414634146341
620,SSAM,0.091666666666666,0.116666666666666,0.483333333333333,0.308333333333333
621,Hot N Juicy Crawfish,0.0703125,0.0625,0.4140625,0.453125
622,Tacuba Hell's Kitchen,0.048387096774193006,0.06451612903225801,0.43548387096774105,0.4516129032258061
623,Chuko,0.09923664122137402,0.06870229007633501,0.740458015267175,0.091603053435114
624,The Bao Shoppe,0.065040650406504,0.016260162601626,0.8130081300813,0.105691056910569
625,Superfine,0.06299212598425101,0.133858267716535,0.24409448818897606,0.5590551181102359
626,Benito One,0.05,0.075,0.475,0.4
627,Boqueria UES,0.023622047244094,0.06299212598425101,0.590551181102362,0.32283464566929104
628,Sofreh,0.023809523809523003,0.111111111111111,0.5714285714285711,0.293650793650793
629,Champs Diner,0.037593984962406006,0.022556390977442997,0.6842105263157889,0.25563909774435994
630,Marc Forgione,0.008333333333333,0.041666666666666005,0.5416666666666661,0.40833333333333305
631,Fishing Restaurant Zauo,0.016528925619834,0.057851239669421,0.5123966942148761,0.4132231404958671
632,Milk And Roses,0.032520325203252,0.121951219512195,0.33333333333333304,0.5121951219512191
633,Momofuku Ko,0.007874015748031,0.023622047244094,0.6614173228346449,0.307086614173228
634,The Horny Ram,0.008064516129032001,0.016129032258064002,0.5,0.47580645161290297
635,La Pulperia Hell's Kitchen,0.024,0.08,0.488,0.408
636,The Mermaid Inn2,0.008,0.04,0.672,0.28
637,Mighty Quinn's Barbeque,0.103174603174603,0.07142857142857101,0.6587301587301579,0.16666666666666602
638,The Rag Trader & Bo Peep Cocktail and Highball Store,0.016260162601626,0.065040650406504,0.35772357723577203,0.5609756097560971
639,The Harrow New York,0.016260162601626,0.016260162601626,0.577235772357723,0.390243902439024
640,Cafe Himalaya,0.065573770491803,0.057377049180327,0.7295081967213111,0.147540983606557
641,Ravagh Persian Grill,0.056451612903225014,0.06451612903225801,0.6532258064516121,0.22580645161290305
642,Pippali,0.008130081300813,0.065040650406504,0.34146341463414603,0.585365853658536
643,Café Gitane,0.08870967741935401,0.096774193548387,0.5645161290322579,0.25
644,Le Coucou,0.023255813953488,0.031007751937984007,0.527131782945736,0.4186046511627901
645,Brooklyn Beet Company,0.04,0.024,0.72,0.21600000000000003
646,Asian Spicy Curry Pop-up,0.049180327868852014,0.016393442622950002,0.8278688524590161,0.10655737704917999
647,Ikinari Steak East Village,0.049586776859504,0.066115702479338,0.7024793388429751,0.18181818181818105
648,DokoDemo,0.07438016528925599,0.024793388429752,0.760330578512396,0.14049586776859502
649,Grimaldi's Pizzeria,0.056451612903225014,0.13709677419354802,0.5645161290322579,0.24193548387096706
