,Negative Review 1,Negative Review 2,Negative Review 3,Positive Review 1,Positive Review 2,Positive Review 3,restaurant
294,none,"I ordered though post kinda late, the gentleman called me to inform about my order and how something's had to get changed, very professional.  When I got my order.....man flavor in every bite those yams and greens and mac and fish crazy....amazing the yams should of been a dessert and the corn bread was on POINT.  You have to try this place, I'm gonna order again earlier to try my original order",none,"Went here one Sunday afternoon, very friendly staff! My lady & I ordered the beef ribs & oxtail dinners- it was fantastic!!!! Will definitely be back.",none,"I ordered fried whiting with yams & Mac & cheese it was all very good , I would suggest either ordering for delivery or picking up ( & if picking up give them 20 to 30 mins to prepare it ) , because when I went there it was packed but because I ordered it prior to getting there, I was in & out , other people was heated but I went home & enjoyed my tasty hot meal",Bronx Soulfood Restaurant
295,none,"I ordered delivery for the first time due to the previous reviews. I'm a pescatarian, so I always go for Fish or Shrimp Tacos. This time, I got the Fish tacos and they were super dry with no seasoning. Won't order again.",none,"Great restaurant and the food is always excellent. I have tried a lot of the items, chicken wings, tacos, quesadillas, nachos, the Lupita shrimp entree and the parrilada tres amigos. The only issues I've had is the shrimp in the Lupita shrimp entree and the pork chop from the parrilada tres amigos being over cooked. The food tastes great, the pricing is very reasonable and the delivery is fast.",none,none,Taqueria Lupita
296,none,none,"I ordered takeout on GrubHub and was very unimpressed with the Pad Thai. The noodles had very little sauce or oil so they stuck together, making it hard to eat. They were very flavorless. Take my advice and don't order from this place.","One of my favorite spots for lunch.  The service was wonderful The food was delicious Space is cozy and clean Tasty vegetables and red curry sauce was  opointWill patronize as the prices are great and quick Lychee Martini's are amazing!Great place for a quiet, quick and quaint meal.  The food and service is delicious!!",First time here for a working lunch.  The service was wonderful The food was delicious Space is cozy and clean Tasty vegetables and red curry sauce was  on pointWill patronize as the prices are great and quick,none,Bangkok City
297,none,none,"Got there early afternoon on a Sunday and were seated right away. However it took 15 minutes to get someone to take our order.Food overall was good but service was so bad I won't go back.The clincher was my daughter's order of Rigatoni with Sicilian meatballs. First the waitress forgot to put the order in so while the rest of us were served, she got zippo. When the order finally came, the meatballs did not match the description on the menu. Apparently the Sicilian meatballs described in the appetizer are not the same in the Entree. The waitress made no effort to compensate this and blamed it on us.So many other great Italian restaurants on Arthur Ave that this is not worth the hassle.",I love this place!! My husband and his friends are huge fans because they went to Fordham. Now whenever we visit the Bronx we stop here for a meal. Most recently I had my best pasta dish yet!!! We sat outside on a beautiful day for lunch - it is great out there! I tried a dish on their special menu - homemade rigatoni with tomato sauce and Sicilian meatballs. The rigatoni was cooked al dente and the sauce was perfection! I could eat that every single day. The meatballs were OK! I wasn't sure what a sicilian meatball was and it turns out there were raisins in them - I didn't love them but they didn't take away from the meal at all.My husband always gets the chicken parm because they do it really well. He was happy with his dish but everyone at the table was envious of my pasta.,"Not truly authentic, not seasonal, not inspired. American style Italian restaurant that is passable but doesn't deserve the rating it has unless you're expectations are for mediocrity. Nice that its family owned but I won't be spending my money here again. There's way too much amazing food in this city.",none,Emilia's Restaurant
298,none,none,none,"Went with another couple, during Hudson Valley restaurant week. Were seated quickly since we had reservations, and comfortably by the couches. Sat through the impeccably prepared 3-course dinner. Everything was delicious! Service was top-notch(hostess/server was very patient adjusting the shades several times as the sun kept hitting us directly as it was setting). Bathrooms were immaculate with a gorgeous view of the river.Only downside were the cocktail drinks which we found too sweet, and price of the regular menu (would only go back during resto week)","My husband took me there for my birthday. What and amazing place.Service was fantastic. They gave us complimentary champagne.Food was amazing and views over the Hudson river -- terrific.Seafood was excellent, especially scallops.It is a little pricey but well worth it.",I came here for dinner one night with my husband. The restaurant itself is very beautiful. They have a ton of people running the food and constantly walking around and refilling water and drinks. There seem to only be two or three waiters taking orders but it was a smooth operation. The menu is DIFFERENT. Some items don't seem like they pair up well but what I ordered was fairly good. I got the soft shell crab special. It comes with a sauce and potatoes and vegetables. The sauce was sort of soupy but it was still tasty. My husband got the steak with potatoes and vegetables. The steak was cooked to the correct temperature but it was dry. Overall the experience here was good. I'll be back but will order different items.,X20 on the Hudson
299,"Their yaroa and empanadas are absolutely delicious.They deliver to my house via Postmates which is a bit lacking, but there's never a delivery fee, so I can't complain.",none,"Ordered delivery from here at 7:10pm, it is now 9:30pm. Still no food.I have never ordered from here before.It is safe to say that it's irresponsible of an establishment to offer delivery services... if you can't handle the amount of in-house and takeaway orders.Will no order from here again and I wouldn't suggest ordering from here unless you anticipate your hunger literal hours in advance.",none,"Their yaroa and empanadas are seasoned to perfection and very much delicious. This place to me is unique because I haven't seen a mom and pap Dominican restaurant yet. It is inexpensive and very much a lot for your money. Be mindful if you are a non-Spanish speaker like myself, be prepared to enunciate there. There are two people there that speak English. Other than that it is a beautiful spot to visit for a quick bite to eat.",none,House of Antojitos
300,none,"The staff was very rude. They seem like they don't even care to sell their food. When you ask about an item or dish they act arrogant like you should know everything on their menu. Heaven forbid you call something other than what they know it as. Food isn't even that good, plus it took them more than 15 minutes just to heat up a sandwich. I was looking forward to eating here based off the reviews but next time I will eat somewhere else in the market.",none,It's Arthur Ave in the Bronx!  I expect the best and it is the best!First off if you have never been I feel bad for you but also this restaurant is located inside of The Arthur Avenue Market.  This place knows how to make pasta dishes just as it was done in Italy years ago and today!  I felt as if I was in Sicily at the market except that they speak English!  You will always see customers sitting in the small section they have set aside in the market.I recommend the ravioli bolognese.  They make a great bolognese meat sauce. Their pasta dishes are so flavorful and filling you will want more but you'll be stuffed.Order at the counter and pay then they will cook your food fresh and bring your food to you over at their seating area.  Also great is the fact that their dishes are priced fair not like the cost of some overpriced restaurant in Manhattan.Do yourself and your life a favor and come here.  Next time you will be the one recommending this place.,none,"Review is for the Tough Guy hero ($9.25), which has made my day both times I've had it.Delectable, wafer-thin slices of prosciutto and salami envelop fabulously oily sun-dried tomatoes, a sheet of silky fresh mozzarella and two planks of crispy fried eggplant. The bread is a crusty loaf of sesame semolina. 100% sandwich magic.In conclusion, it boggles the mind that there's never a line here while Mike's Deli just 50 feet away is perpetually swamped.",Cafe al Mercato
301,none,none,none,"I noticed a new lunch special and decided to treat my mom and sister for a Sunday lunch to get a change from our usual brunch spot (Vista Mar). Once seated (we requested the outdoor patio) we inquired about the special and were told it was a Mon-Fri deal disappointed but we decided to stay. The menu is limited and pricey so many others entering asked about the special after being seated and got up and left. We opted for the calamari, seafood salad, seafood linguini chefs special, penne a la vodka and lobster ravioli. I must say the appetizers had the freshest seafood I have ever tasted. The calamari nice and soft, the mussels in the salad the cleanest, not one grain of sand and the smoothest slivers of oysters. My sister ordered the penne, it's her usual when she finds it on any menu and she was impressed. My ravioli was a generous serving and deliciously creamy, my mom said her special was so delicious her only regret was not wanting to get dirty tearing into her lobster. Sorry I have no photos on this meal as we were enjoying it all to well. I gave 4 stars over 5 because I didn't expect to spend $166 on lunch for 3 when many other places on the island have a Sunday brunch menu. Especially since we only had water with our meals.","It was date night and we decided to use good ole' Groupon for a surf and turf deal as my cravings for lobster come often. I haven't been to City Island in years so going to Portofino on a school night (Wednesday) seemed perfect. I imagine the weekends are pretty crowded and I wanted to have nice quiet time. As you walk in you'll notice a very traditional sit-down Italian restaurant decor. This place is huge and I can definitely see huge parties held here. Since we decided to go on a Wednesday evening there was absolutely no crowd (there were maybe a total of 6-8 other people besides us) and plenty of parking.  The staff (waitress and server/hostess) were really friendly and welcoming. They checked in on us a few times and made sure everything was to our liking. Our Groupon included: 1 bottle of wine, 2 appetizers, 2 surf and turf entrees (a lobster tail and steak), and 2 desserts. The Cabernet Sauvignon we selected was delicious (photo attached). We decided to go with a shared appetizer for an extra cost. It was the Hot AntiPasto for 2: Shrimp, Fried Calamari, Stuffed Mushrooms, Eggplant, Rollatini, and Baked Clams.If you are starving I would suggest this. The sizing was pretty large for us as I started to get full after eating this. The shrimp, calamari and baked clams were delicious. Everything else was just friend mush. Our surf and turf entrees consisted of a large lobster tail and steak. I asked for Medium-well (don't judge me) and ended up getting a well-well done steak. I did not need to use the butter sauce as the lobster tail was extra seasoned. The veggies (carrots and string-beans) were cooked in some buttery garlic sauce I loved it. So I ate the lobster tail and veggies for most of my entree. Our deal also included 2 desserts. By this time we were so stuffed we did not even want to see the dessert menu so the waiter offered to give us the desserts to go. This was so kind and I'm glad we did not have to ask for it be wrapped up. The waiter offered this before we even know what was being offered. I asked and he named several cheesecake flavors.I am not a fan of any type of cheesecake so my date was about to have the bomb late night snack. We ordered a raspberry cheese cake and a chocolate cheesecake to go. Before leaving the waiter offered us some homemade sambuca (fig and raisin). It was the bomb. It was so sweet and strong at the same time - I loved it! Our night was lovely, we had a great dinner and all is well. Fast forward to the unwrapping of the desserts. We open the first container of the ""raspberry"" cheese cake. We notice there are no raspberries there are actually strawberries on top. Ok that's fine. We wouldn't have complained about that but as we go to get a fork (I was willing to try it)we notice some mold on one of the strawberries. We both took a better look at this and quickly threw the slice of cheese cake away. My date did inspect and try the chocolate cheese cake but didn't feel comfortable eating it. I really enjoyed the atmosphere, the wine, the amount of food for the price and I can so see this being such a great outdoor dinner spot during the summer but I'm not sure I'll return because mold on food is not really a good look. It made me think about everything else I ate and I was a bit turned off.",Great place to get lunch! Friendly staff and delicious food. Large portions too! The lobster linguisa was amazing. The fish of the day Dover fish was cleaned and filleted at the table. The Blackstone wine was very tasty too. Probably my new favorite American wine.,Portofino Restaurant
302,none,none,none,Taste was good 5/5 they also give you good amount only bad thing food was a little to cold for me. And (Cuerito) was not that crunchy. Service was good the waitress was awesome 5/5,"This restaurant is now called "" 789 Cocina Latina "". The food is delicious! Nice large dining area and take out as well. Large portioned lunch specials. It's my new Go-To spot when I'm not in the mood to cook. Will def return","What a delightful Spanish restaurant in the Bx!  This was my first time here and I will be back soon. The place is cozy inside. There are great selections on the menu, and the service was good. The portions are incredible and the food is good!!! I will enjoy my leftovers today!!",Latin Fusion Restaurant
303,none,none,none,"Gabrielle's was amazing! The jerk chicken tacos hit the spot! First time having jerk chicken in taco form! Was pleasantly surprised and definitely satisfied!! Had a mango margarita that was delicious! And a side of fries! It takes a bit of time for food to com out but the music helped pass the time. Overall, great experience and I will happily return! Thank you Gabrielle's!!","We came here many times when the establishment was a different restaurant. I wanted to try out Grabielle's since learning that they opened here. Hubby, babes and I were out and about, getting last minute necessaries and running errands, when we found ourselves in the vicinity and decided stop by for lunch.We didn't have to wait long for a table. Our server was very nice. They seated us at a table with enough room for our stroller. Hubby and I shared some Jerk Chicken Mac & Cheese which was OK. Hubby ordered their burger and I had the Oxtail Wrap. Hubby really enjoyed his burger jut I did not care for my wrap at all. Calling it a rice wrap with some oxtail shavings would be more accurate. For the price, I would have expected to have a good amount of meat but you could hardly even see where the meat was, other than by the dark color of it. It looked more like oxtail gravy and rice in my wrap. I immediately regretted my order upon receiving it.I ate half of it and gave the other to my son. It was all rice! I'm still amazed they even serve it like that. I enjoyed their sorrel with some Jamaican rum and as I said, the service was very good although the wait for food was a bit long.I doubt we'll be back. They're pretty pricey but I don't feel like, for the West Indian food, you're getting much bang for your buck. In that area, there are plenty of other places to go to for a better deal on that kind of cuisine, just traveling a little ways south on Boston Rd.","Nope, nope, nope. Went here on a Saturday for breakfast with a friend and her year-old son. Do you know when you have a feeling that a place is just not going to be right? That's the feeling is soon as I walked in this place. We asked for a child seat. The waiter brought over one of the wooden seats, but the strap was broken. When we mentioned to him that we can't put the child in with a broken strap, he said he would look for a Nother seat. He came back about 10 minutes later, and said that all of the other seats were in use. But a quick scan of the restaurant, show that there were no other children in the place, who were using a child seat. So I guess the real answer is that they only had one seat, and it was broken. Straight line.Next, we placed our orders, and I asked for coffee. It showed up about five minutes later, and a very small cup, and it was tepid. Not even warm. My friend ordered the steak and eggs (even though I warned her that this was probably going to be a disaster), and she asked for cheese in her scrambled eggs. I ordered an omelette with tomato, spinach, turkey bacon, and cheddar cheese. My friend asked for an order of fried plantains for her son.The waiter was diligently writing down the order on iPad, but I had a feeling he was getting it wrong, because he was not listening closely to what we were asking him.It took quite some time for food to arrive, but when it did, it was just bad. My friend's steak, which (I warned her against getting) was truly like the sole of someone's  shoe. She had requested the steak be cooked medium, and it truly resembled a piece of leather. The eggs that she asked to include cheese, came cheeseless. And the fried plantains for her son were like potatoes: they were not at all ripe. The home fries that were served with it were quite dry. I requested ketchup, twice, and it never appeared. My tepid coffee was finished, so I asked for water. Instead. No one ever offered to refill my coffee cup, nor did anyone come to refill our water glasses. Then, the waiter appeared halfway through our meal with a plate of eggs with cheese on them. My friend was no longer interested in them, as they were not hot, Undercooked (salmonella, anyone?) and had a few dots of cheese here and there.When country kitchen was at this location, it was such a wonderful restaurant. This place seems to be focused on drinks, and witty repartee, but not so much on providing good food. At least not at breakfast. I think I will pass on it, forever.",Gabrielle's NY
304,none,"I have this place 3 stars because my hubby was impressed by the pizza. Thin crispy crust and perfect cheese and sauce.This was my second time here. The first time I was disappointed with the stuffed pizza. I found it to be very greasy and disappointing in taste.Today's visit was no better for me. I ordered the calzone and hubby order 2 regular cheese slices. The calzone was quite greasy and had an odd taste. The ricotta had an odd texture almost like cottage cheese rather than the creamy ricotta texture I am used to. It also seemed to have minced celery...as I said, odd taste.","This was my second time here. The first time I was disappointed with the stuffed pizza. I found it to be very greasy and disappointing in taste.Today's visit was no better for me. I ordered the calzone and hubby order 2 regular cheese slices. The calzone was quite greasy and had an odd taste. The ricotta had an odd texture almost like cottage cheese rather than the creamy ricotta texture I am used to. It also seemed to have minced celery...as I said, odd taste.I have this place 3 stars because my hubby was impressed by the pizza. Thin crispy crust and perfect cheese and sauce.",Walking by we saw some folks chowing down on what looked like some tasty slices of pizza so we decided to stop in and see what the fuss was about Slices here are a little on the pricey side $6 for a single slice. The crust was crispier than I would normally like but that's a personal preference Grabbed a slice of the white pizza and thought the toppings tasted fresh. I would go back if in the area but with so many awesome pizza places we may try another next time.,none,none,Full Moon Pizzeria
305,none,"I came on here to write a review on my experience, but I definitely wish I went on yelp and read everyone else's reviews before going first. We were a party of 6 that came in this past Saturday. The hostess told us that the wait was going to be 25 minutes, but we ended up waiting for over an hour for our table. When we finally got to our table, they took us to the back where there were PLENTY of empty tables. Makes you wonder why in the world it took so long for us to get seated. After we were seated, we didn't see our waiter for over 20 minutes until I flagged someone down and asked where our waiter was. She eventually came to take our drink/food orders but after that we never saw her again. I had to flag someone else down to get our bill. Gratuity was already included on the bill but it was definitely undeserved. Terrible experience. One star is the lowest I am able to give them. 10/10 would NOT recommend.",none,"This location is one of my favorite ones in the Bronx, mainly because I don't have to travel to Manhattan to get my Texas sized drinks and crispy wings LOL.I've been to this location a couple of times and this restaurant is slightly bigger than the locations in Manhattan. The slight issue I have is that the bathroom is on the upper level. Not a good idea if you've had one of their Texas sized drinks and you have to go pee LOL. Aside from that, I will be back at this location soon.",none,The food was good. The drinks were good. The service was poor. We were a party of 7 and our waiter Jamaal only came around to take our order and give us our drinks. We didn't see him until it was time to pay the bill. It really sucked that he didn't care to check on us and that we had to pay a 15% gratuity. His service wasn't worth it. No fault of his but his foolish manager shouldn't have had him waiting on a 30 party table and our table which was a party of 7. The African manager rushed us out. We didn't feel welcomed. Terrible experience. Do better.Edit: 4:56am. Thank you for the unending diarrhea.,Dallas BBQ
306,none,none,none,"Who wuda thunk a small local pizza place could be this good?   Semi-thin crust, fresh cheese and spicey sauce adds up to excellent pizza.  Just be prepared to wait when ordereing a pie during peak hours. Worth driving to check it out","Not sure who the haters are, but this is a legit delicious slice. Simple, crisp crust, good sauce, and the secret (as far as I can tell): a sprinkle of zesty Romano cheese. Will be back.",Definitely in my Top 3 of Pizza Spots in NYC! If in the area a must stop and grab a slice spot!! Will not be disappointed!,Tommy's Pizza
307,none,none,Their foods at times are under cooked. I ordered a kabab with teheri. The Kabab for some reason tasted a bit sour. The next day I ended up in the emergency room diagnosed with food poisoning. Never eating here again!,"This used to be Neerob but is renamed and they downsized a bit. The menu is pretty much the same foods, but they add some dishes on the weekends. The curries are nice and spicy and biryani is like home cooking. Prices are very reasonable too. It gets crowded on weekend evenings but there is seating available.Be sure to finish your meal with the nice strong tea. Its delicious. They also serve take out and snacks like samosas which are a good size.","My boyfriend was in the mood to try something different that was close to home, so he decided to come here. He ordered rice and chicken for me and rice and goat for himself. (Takeout) I literally live across the street, yet by the time he got home with the food it was cold. Which means, it was served cold. We ended up having to microwave our food. On top of that, the side salad that was supposed to come with the meal was wrapped in an aluminum foil ball. I have never, Ever been served cold food before or a ball of salad. The only reason I'm giving this place 2 stars is because the rice was pretty good. But I will not be going back again. Rule number 1 in the restaurant biz, serve your food heated. Just sayin.",none,Al Aqsa Restaurant
308,none,none,Ordered dinner from here on uber eats. Food was not great. Lasagna was a bit salty but it was ok.Decided to add scallops for an extra $9.00 and literally got 4 tiny scallops. For what i paid i expected a bit more food. .,"This is a very nice restaurant.  Took my aunt here for her birthday and the waiter sang 'Happy birthday to you', all by himself.  That's dedication.I was more impressed with the ambiance than my aunt was.  It was super clean and they have room where you can have private parties of different sizes.  They will place a basket of rolls on to your table when you come for dinner.  Damn them.  That basket of forbidden gluten will destroy your appetite.  I had to order a salad.  Food was pretty good.  All the appetizers are good.  Classic recipes that taste fresh.  Decent drink menu.  Desserts better than average.  And the staff is well coordinated about clearing the table.  I left happy.","My fiancé and I had our engagement party at Posto22 on June 8, 2019.  It's been almost a month and both of our families are still raving about this restaurant and the amazing service / fantastic food.  Our families even asked for containers to take the leftover food home the day of.  We have been here a handful of times (both before our party and since) and thought we would give you the awesome review you so deserve. Nick & David were a dream to work with leading up to the party, addressing all of our questions promptly. They gave us complete confidence from the moment we booked that we were in good hands.Thank you again for delivering consistently delicious food and even better service.  We will absolutely be coming back for future parties and will be sure to spread the word / highly recommend Posto22.",none,Posto 22
309,none,"This is literally the worse Chipotle EVER!! The staff is very rude and cheap, as if the ingredients are coming from their pockets. I've had a bad experience years before and tried it again last week, nothing has changed. They were out of chicken and guacamole at 5:00 pm on a Saturday!! Who is managing this location?",none,"Not sure why the reviews are so mixed on this place. This is a solid option and normally my go-to when I am in the plaza. The line moves quick,prices are fair and place is tidy. Knocking off a star for inconsistency with meat. Some times I get filling portions, other times it is the standard small scoop- though the former is normally my experienceOne of the few Chipotle's I've been to that can manage the lunch and dinner rush well",none,I come here often but I find their staff to always be in a rush. I can appreciate fast service especially when there's a line but we all want to feel like we matter when it's our turn. Especially after waiting on line for so long. Food is good otherwise. Just wish they were more friendly.,Chipotle Mexican Grill
310,none,none,none,"A good find. I'd passed by this strip of mostly fast food chains (Checkers, Starbucks, Dunkin Donuts, Chipotle) and thought it was more of the same. It described itself as ""Jamaican style,"" thinking it was like Chipotle being ""Mexican cuisine."" I'm doing jury duty and took a chance on it last Friday got lunch. The set up is a small buffet-style restaurant charging $7.99/lb. or $11.99/lb. if you opt for their seafood options. I tried to go as close to 1 pound as possible to see what you get for that price. Friday I had some rice and peas, a few pieces of curry chicken, string beans, and some jerk pork. Today I tried the jerk chicken wings, provisions (callaloo), sweet plantains, okra, and Rasta pasta.The chicken was well seasoned. I liked the different layout of vegetable options to balance things, so I guess it's theoretically possible to eat here as a vegetarian. I've never had Rasta pasta before, and am not a huge pasta fan, but the spiciness/heat of it was an interesting juxtaposition. I saw that served ackee and saltfish, as well as things like cheese and bun, carrot cake, Irish seamoss, peanut punch, and some fresh juices. I also saw roti on the menu, which I haven't yet tried. I know a good roti when I eat one, so I'm a tough critic. All in all, this is probably the best option for lunch around here if you like variety and aren't afraid of spice. That being said, this is definitely not your Chipotle-style take on Jamaican food- it's the real thing, so give it a shot.","This is another one of my spots around my hood love ordering  food here. So I decided to treat myself to a veggie plate. And the fresh cucumber ginger juice, which I always get. I love how they cook up there callalou, for those of u who don't know callalou is like Caribbean  collard greens and spinach its has its soft  stringy qualities and also its crunchier ones. Although it most likely comes out a can (I only know a few markets in nyc the actually sell fresh callalou) it's spruced up nicely  great for any time a day especially breakfast.  By the way I love there spin on  Rasta pasta.","I rarely by food by the pound, but I heard from two people I know that they enjoyed the food here, but neither of them are Caribbean. Nice sunny summer nyc day and I finally decided to check this place out, feels like I'm the yelp Island food Christener this is the Third place I put up on yelp. Ok to the food finally. Since it was my first time I tried to take a bit of everything I like. The place was busy, the food looked good and the staff was good. The oxtails were good not spicy I personally would have seasoned them a little bit more but they were still good.Loved the boiled dumplings not hard and dry just perfect.The fried chicken well I'm not a big fired chicken fan so it was ok.The curry goat I enjoyed wasn't tuff cooked well seasoned well The Rasta Pasta  for me was the star  yeah I love pasta but it had levels  sweet and yet savory it didn't have any meat it in yet it was amazing. This place def has a tumps up. Yeah it's 7.99 a pound but I payed $40 for yo plates that's about the same price as two large oxtails most places you go.",Smokey island Grille
311,none,none,Every time I get counter service it is bad. I order a corn muffin today that took over 10 minutes ! It was TO GO! Mean while people ordering multiple items after me got there food first. Very disappointed every time I go her but due to connivence it the only diner around.,Best breakfast and lunch spot around the neighborhood. Food is always great and the service is always cheerful and quick. They get packed on the weekends so expect your order to take a little longer. This diner has been in the neighborhood for many decades and most of the regulars get greeted on a first name basis!!,"We decided to stop by this restaurant for a quick breakfast and to get away from the rain. Upon entering, we were greeted, and told to pick any seat. Even though it was packed, the waitress was able to take our order pretty quickly. I ordered the western omelet with home fries. It comes with a small orange juice, coffee ( or tea), and buttered toast with jam. If you're looking for a peaceful breakfast spot, this is NOT the place. It is loud, and since the kitchen is open you hear all of the orders that come in. The food came in pretty quickly. If truth be told, I'd probably really give it 3.5 stars. The food was good! I really enjoyed the fries. However, the waitress, probably since they were so understaffed, was in such a rush that she had her thumb on the inside of my plate. It was truly right on the left corner of my omelet.",none,New Ranch Restaurant
312,none,none,none,Small Mom and Pop restaurant but was very pleasantly surprised at has wonderful and flavorful the food is and the staff is very kind. Would definitely return. They offer take out as well.,"Update- EVERYTHING WAS AMAZING as per usual. However, After $82.00 worth of food, I get home to find my potato salad rotten and I'm vomiting Non stop because I consumed it. Please, please, please. Keep the temperatures accurate and check your cold foods. I hate that I had to give it 1 star but after becoming violently sick over rotten potato salad, I had to give it 1 star and I really hate that. This place has the best soul food ever but I'm highly disappointed in the spoiled rotten potato salad.  If you look back at some of my reviews, you'd see the love I have for Soul Food! Every soul food location around NYC has been so disappointing to me. My hubby surprised me with this one. He certainly did his research on this and I gotta love him even more now.The place is super tiny, I mean very very tiny when you walk in. It's not a spot to bring a lot of family members/friends and dine in unless the back of the store has another eatery area. Who cares anyway? Take your food to go! We did take out and I was in heaven when I got back home to Brooklyn. The car was smelling like heaven with a bitter sweetness. I had the Beef short rib dinner with Mac n cheese and collard greens with a side of potato salad. All of it was THE BOMB! In my head I was like ""Oh, this is probably gonna be like all the other soul food spots and leave me sad and disappointed"" but man was I wrong! Every single bite, my mouth was watering for more. It was orgasmic! Seriously! For me to use those terms can only tell you that this is really worth a try. Mac n cheese full of flavor and baked so deliciously, the collard greens were smoked with some sweetness and so juicy. The beef ribs were falling off the bone and the BBQ sauce on it was so sweet and just simply something out of this world. My hubby had Yams and by far it's the best yams I've ever had. Everything was exceptional, I literally dreamed of the day id find a good soul food place and now I found it, thanks to my hubby. Man this is crazy good lol.","Update- EVERYTHING WAS AMAZING as per usual. However, After $82.00 worth of food, I get home to find my potato salad rotten and I'm vomiting Non stop because I consumed it. Please, please, please. Keep the temperatures accurate and check your cold foods. I hate that I had to give it 1 star but after becoming violently sick over rotten potato salad, I had to give it 1 star and I really hate that. This place has the best soul food ever but I'm highly disappointed in the spoiled rotten potato salad.  If you look back at some of my reviews, you'd see the love I have for Soul Food! Every soul food location around NYC has been so disappointing to me. My hubby surprised me with this one. He certainly did his research on this and I gotta love him even more now.The place is super tiny, I mean very very tiny when you walk in. It's not a spot to bring a lot of family members/friends and dine in unless the back of the store has another eatery area. Who cares anyway? Take your food to go! We did take out and I was in heaven when I got back home to Brooklyn. The car was smelling like heaven with a bitter sweetness. I had the Beef short rib dinner with Mac n cheese and collard greens with a side of potato salad. All of it was THE BOMB! In my head I was like ""Oh, this is probably gonna be like all the other soul food spots and leave me sad and disappointed"" but man was I wrong! Every single bite, my mouth was watering for more. It was orgasmic! Seriously! For me to use those terms can only tell you that this is really worth a try. Mac n cheese full of flavor and baked so deliciously, the collard greens were smoked with some sweetness and so juicy. The beef ribs were falling off the bone and the BBQ sauce on it was so sweet and just simply something out of this world. My hubby had Yams and by far it's the best yams I've ever had. Everything was exceptional, I literally dreamed of the day id find a good soul food place and now I found it, thanks to my hubby. Man this is crazy good lol.",Sweet Potatoes Restaurant
313,"Great experience here after a bad one at Mingles. Atmosphere, drinks and hookah.... plus the DJ was on point .","I sent a friend to try her luck, my review fresh in her mind. Ok, so maybe the day I ordered was a bad day. 10 months later, she went in person.  Guess what!?...Wait for it...is it possible?? Hell no! Her words ""You didn't prepare me nearly well enough. SpongeBob fans - channel The Chum Bucket."" Well damn!",none,none,none,"A zero star would be better. Amazingly bad.Best Part: Sweet PlantainsWorst Part:  Everything else  My Order (via UberEats)- Coconut Crusted Jumbo Shrimp:  Key word = ""crusted"". Dry, rubbery and tasteless. - Crab Cake: Under-seasoned, dry, + too much breading. Was there even crab in there? - BBQ Island Wings: BBQ sauce was tasteless and the wings unseasoned. - Codfish Cake: Those were fish cakes?? Shredded paper bags and basil, maybe. Just maybe. The smell alone made me lose my appetite.- Braised Oxtail Stew: Almost ashamed to be from the islands on this one. Needed way less browning and way more seasoning. Way more everything. Tender though. Redeeming factor? Not at all.- Garlic Mashed Potatoes: Couldn't taste the garlic, no salt or pepper, plenty of undercooked, chunky potatoes. Mashed? Not quite. - Rice and Peas: So much thyme, it's all I could taste. Not much in the way of other seasoning. - Sweet Plantains: Self-explanatory. They were ripe. Thanks, plantain tree! Silver lining: sweet plantains!- Green Glory Smoothie: So sweet. Had to pour out half and mix with coconut water. Silver lining: I likely cut the probability of a pre-diabetes diagnosis in half.- Strawberry Cheese Cake: Tasted like it had been sitting in the fridge way too long. Mushy strawberries. Thick consistency.- Grandma's Bread Pudding: Dry and overwhelmed with cinnamon-soaked raisins. Cinnamon-soaked, period. - Red Velvet Cake: Pretty good, but we couldn't bother to actually eat it after spoiling our appetites (and tastebuds) sampling (not eating) everything else.Yes, my kid did call me ""Chef Ramsey"" by the end of my tirade. Thought I'd memorialize the moment here. Bottom line: I'm sick to my stomach. This order was a significant waste of money. 95% of it went directly into the garbage chute. I couldn't even bother to grace my fridge with the leftover sweet plantains. My 17-year old couldn't stomach anything and refused to taste the codfish cakes after I spit the bite I took out on my napkin. Should've read other reviews.  Lesson learned.",Code Red Restaurant & Lounge
314,none,none,none,"I really like every dish they make!!!All the waiters are very nice and respectful, as soon as they see I don't have more drinks on my glass they will come and serve more. I'm peruvian and coming to this place makes me feel like home.",This is my second time having Peruvian food and this time was a much more memorable experience! The food and sangria are amazing!! Our sever was attentive and great as well. Will definitely make this one of my go to spot!,"Fabulous !!!!Extremely good!!! I was talking with one of my co-workers when she told me about this place.  It was Thursday at 2 pm when I decided to go. The place was spectacular ! They let us choose the table and the server came very fast. The Sangria Pitcher was our first order while we were looking at the menu.  The menu is very short but on point!Drinks ! 1- Sangria Pitcher !  10 of 10!!! The flavor is great! Fruity, sweet and strong !!! Food!1- Arroz Chaufa - 5 of 5 ! Peruvian style Chinese fried rice, mixed with chicken, eggs, bean sprouts, scallions, soy sauce. You can shrimp for 2 dollars! Excellent plate2- Juanita's Chicken - 5 of 5 !!!! Exquisite flavor !!!! 3- Fried Yucca - 5 of 5 !! Always a great side ! Aji Verde !!! Avocado sauce is magnificent!!!! I am in love with this sauce !!!     The place is extremely clean , the service is great and the ambience is great!!!Highly Recommended !!!",Pio Pio 4
