,Negative Review 1,Negative Review 2,Negative Review 3,Positive Review 1,Positive Review 2,Positive Review 3,restaurant
206,"I have been ordering pizza from Goodfellas for many years and this is not the first time I have either had trouble with delivery or pickup of a pizza.  You think I would have learned my lesson.  I came to pick it up, because the app said my order was ready.  I get there waiting ten minutes, because I was told my order would be ready in a little while.  I ask where the order is and then she asks the guys making the pizza and they tell me 10 more minutes.  She should have not told me a ""little while"" when the two pizzas were not even in the oven.  Get your act together Goodfellas.",Ordered meatballs and spaghetti Got chicken parmigiana Called and manager wouldn't replace itAside from that chicken Parmesan was burnt Horrible food don't order hereBy the way this was a replacement for undercooked eggplant parm I ordered last week,Absolutely the worst place ever ... pizza sucked and the customer service was even worse. They gave us the wrong order and refused to give us the money back. Order from the original Goodfella's on hylan !! Pizza is great there !!,"If you like the Goodfellas menu and are looking for a location that can accommodate a dozen people, this Victory Blvd location is the one to use. Staff is friendly and reservations can be made.","The food is delicious but the utensils and cups were .. not clean. I decided to come to this location because it was closer to where I was running my errands. I loved the other location and had a great dining experience. When I got my cup I noticed it had a fine layer of black residue and I tried to wipe it off. It came off but then I noticed the entire cup was covered in it! That turned off my appetite. However; when the food came my appetite returned and the pizza I ordered (a la vodka) and the baked clams were very delicious. I couldn't finish the pizza because it was overloaded with toppings and I ordered the square (6 pieces). The baked clams were seasoned well and I definitely need to learn how to make my own! Overall, I wouldn't return here but I would go back to the other location.","I planned on ordering from Goodfella's tonight, at first I was going to order through Grubhub because I had a coupon, however the coupon didn't work and it was just easier to call. I called at 6:30pm and asked for delivery, I gave my address and the girl I was speaking to told me they do not deliver to me (I live 10 minutes away, and when I was going to order on Grubhub it said that they do deliver to my address) and she continued to tell me that I should call the Goodfella's on Hylan Blvd. Really???After being on hold for 5 minutes and after explaining to the girl that I only live ten minutes away she finally said ""okay we'll deliver to you"". I ordered a small pie, an order of buffalo wings, and a Caesar salad. 1 hour and 20 minutes later I call and speak to the same girl who proceeds to tell me that my driver left and would be there shortly. After another 10 minutes my food arrives. I say to the delivery guy that it has been over an hour and a half, and his response was ""it's because we're short a driver"" no apology or anything. We open the pizza and it looks like it has been sitting in the box for a while and tastes warm at best. And on top of it they put the salad and the wings in the same bag making the salad hot!! I am VERY disappointed with the service and the food. I plan on calling tomorrow to speak to a manager. I DO NOT recommend ordering from here.",Goodfella's
207,I give this place 3 stars for the reason I called in for a cake and after waiting in line for 10 mins they told me they were out. So they told me to come back at 1pm I understand it's the holiday season but don't tell people one thing and when they get there your out after waiting in line. SMH I've gotten stuff from this place before the stuff is good here but this really annoyed me. I'm sorry but you guys messed up on your part telling me you had this cake available. Smh Poor customer service at least tell people you have the cake but they going fast or something instead of making them wait on line and nothing !! And the lady at the counter was trying to get me to get cookies I said no and walked out. I was there for for the cake not the cookies!!! Merry Christmas !,"The service was disappointing. It took my waitress 15 minutes to tell me that they ran out of blue mountain coffee. It took another 15 minutes to take my order for lox and cream cheese on a bagel. The cappuccino I ordered in place of the blue mountain coffee was half full because she spilt half of it. She didn't even off to get me another one. The bagel took 40 minutes to come out. The check took another 20 minutes. You see where this is going. If you want to eat here just order ahead of time and pick it up. Don't dine here, it's the worst service I received in a very long time.",Manhattan prices on Staten Island! Bagel with two eggs and cheese and coffee $9.00. Why?,"My husband and I got a few hours to kill before flying back to SF and a good friend of ours recommended this place. I've got to say, I didn't expect it to be so good! We ordered chocolate cheesecake, regular cheesecake, Rainbow cookies with strawberry on top :D and some lattes. I got a couple bites out of what everyone's orders and I really LOVED my rainbow cookies! Plus their desserts are very instagramable! The staff team is very friendly and I loved the short wait :) We don't typically come to Staten Island but the next time we are in town, we'll definitely come back for their lunch menu!","I'll give it a 3.5, since the waitress wasn't attentive.  Forget about getting a refill on your drink. I went on a Saturday afternoon and yes it was busy, but food was out in about 15 minutes. The food was in fact delicious.  Sandwich are big and definitely can be shared, grilled calamari were fresh and juicy, and green salad had a sweet vinaigrette dressing. Will return to taste everything else on the menu Placed an order to pick up, fried chicken, fresh mozzarella, lettuce and tomato on a hero. The bread was on point, and the mozzarella melted in your mouth. 4 stars today","I'll give it a 3.5, since the waitress wasn't attentive.  Forget about getting a refill on your drink. I went on a Saturday afternoon and yes it was busy, but food was out in about 15 minutes. The food was in fact delicious.  Sandwich are big and definitely can be shared, grilled calamari was fresh and juicy, and green salad had a sweet vinaigrette dressing. Will return to taste everything else on the menu",Royal Crown Bakery
208,The worst Bacalhau a braz I ever had!!  I ordered 3 orders of bacalhau a braz and so sorry to have to admit the truth it was awful.  The cod was fiber dry and tasteless and I feel as if I paid for a big tray of mushy frozen French fries.  I never had this dish without black olives included but my order came without them.  I was embarrassed to present this dish to my guests.  Don't think I'll be going there anytime soon.  Total yuk,If I could zero stars I would very disappointed  I wanted to give them a try I ordered a grilled chicken Breast and it tasted like old fish I don't like algarve so maybe I'll just stay in Newark .,"I have given this restaurant a couple of chances but defensively the last. Every time I order take out I ask for the meat to be well cooked, I never get it... I only live across the street and by the Time I get home it's always cold.","The best of Portugal in Elizabeth! I love the friendly and loving staff. You feel at home when you go there and take a bite into any of their delicious plates. The Sangria made by ""Sangria Girl"" is the best, her","I'm usually not a fan of Portuguese food. The food never sits well with my stomach. I went here the other day with my date, and I was pleasantly surprised by the location. We each ordered a pitcher of sangria (it was super affordable, and we wanted different colors of sangria). They gave us some fresh bread with some butter, which is always delicious. Then for my meal I ordered some pork chops with rice. While I wasn't a fan of the rice, I really enjoyed the pork chops. The meal was overall extremely delicious, and sat extremely well with my stomach! Out of all the Portuguese restaurants nearby, I have to say that this is one of my favorites!","Great spot for a nice meal and a glass of wine.  They have a nice bar and TV so you can watch TV while you having a nice drink.  They do serve big plates, so be ready to eat a lot.",Portugal Express
209,"I probably should be honest: i don't eat or like german food. So this is really not a review on the food but more about the atmosphere of the restaurant. Upon entering for the first time, I noticed a musty smell. The restaurant has a lot of knick knacks adorning the whole place and it doesnt seem as if they've dusted in a long time. The building itself is old and is in need of a renovation or at least a thorough cleaning. Instead of bread, we were given complimentary pretzels, which were overly salty but still good.Although I don't like german food, my companions did, and I asked if they could make a cheeseburger. It's not on the menu but it was available and i ordered that.It was obviously frozen and not seasoned well at all but thats what I get for ordering something they dont usually make. But you can't season a hamburger? come on.The dining area was empty for the most part. The bar was quite busy however. I don't think I would return but again, not really a fan of german food anyway.",Love that they have bands here outside but when I called earlier the same day I was told no cover charge then was charged $10 per person .. embarrassing for me since I was meeting 10 people there .... also their beer is expired a lot and more than once had a funny taste.  The manager/owner is definitely a nasty little man,1 star and I'm being kind! We've been patrons a few times over the years and each time the quality of food and service has declined. Last visit we were brought a pitcher of water for the table without glasses! The waitress couldn't find any clean ones! Half the menu was unavailable and entrees were brought to the table before appetizers. Never again.,"Been meaning to check this place out for years after since reading about it in some hipster publication. Got a chance to do so last weekend on a random trip to SI.Take a requisite pic outside with the iconic Bavarian boy and a moment to admire this 170-year-old building, first opened before the Civil War. Then proceed into the cozy and inviting, dimly lit tavern where friendly locals will take care of you. We came between lunch and dinner on Saturday so it was nice and quiet. There's a bier garten out back on the patio, so feel free to revel there on a sunny day.The German beer list is extensive and had several bottles I'd never heard of. Can't go wrong with a Celebrator on draft. Fantastic beer, well paired with hearty food.For grub, we knowingly over-ordered. The smoked/salted fish platter was nice though you'll need a friend to help you on the marinated herring (and I say this as a former Soviet). The trout and salmon were on point. The potato pancakes are outstanding and I urge you to save room up front if you're ordering it as an appetizer. As it was, my farmer's feast was impossible to finish, but tasty nonetheless Shout-out to the potato dumpling and bratwurst and apologies to the smoked pork loin and pork roast, which deserved more attention than I could muster. My wife cleaned off her shepher's pie, a daily special.Friendly service and a local crowd recommend this place, and its relative inconvenience for interlopers like me should keep it solid for a long time to come.","Ordered Farmer's FeastPork roast with beer gravy, smoked pork chop, and a grilled bratwurst served with a potato dumpling, red cabbage and sauerkrautFor myself! Loved it . My little one - usually doesn't eat anything got chicken fingers with the best French fries ever !!!!! Schnitzel that my hubby ordered was little dry , perfect bead goulash , but overall really good German food . Worth to visit place ! Nice staff","I've been coming here since the restaurant first opened. Unfortunately the last few times I came it seems like everything I have order isn't as good as it used to be. It just seems like the food all pre prepared and they just microwave it. Also the last few times it seems like they only had one or two tap beers for some reason.Gonna be taking a long break from here, that's if i ever go back.",Killmeyer's
210,"Cockroaches served with your food. I am absolutely furious and disgusted. We have been to Nucci South a few times and cannot believe its roach infested. We saw two Cockroaches crawling on the table next to us. Which was horrifying and gross . What made it worse is a passing waiter saw us looking and to pretend its nothing HE SMASHES THE COCKROACH WITH HIS BARE HAND and the second one runs away. The waiter then just walks away like it's no big deal, he walk around like its nothing and WALKS BACK IN THE KITCHEN and starts serving other patrons their food.ARE YOU KIDDING ME . Horrible and absolutely extremely disgusting. At this point we got up and began to leave, we dint even get our food and we were ready to throw up, nauseated. We made sure to let the owners know and they pretended its water cockroaches, like it's not a big deal. No wonder the food is cheap they don't care about the quality, hygiene and peoples health. If there were two in the dinning room God knows what's in the kitchen. If you like filth and roaches you should continue to eat here. Cockroaches being served with your food.","Homemade Italian cuisine...what's not to love? Amazing food, service and menu options. You will not be disappointed. My family and I love Nucci's.",If I could give this place zero stars I would. Party of 18 we sat down and had bread on the table as our main appetizer for the longest time. 55 bucks a head prix fixe this is what we got and the service: Multiple waiters who were very young and inexperienced having a difficult time getting our wine or beer drinks correct. They finally brought out fried calamari family style at least a half hour or more after we sat. Not good. Rubbery. Next we get mozzarella and tomato with roasted pepper drenched in reduced balsamic. Tomatoes were hard. Pasta wasn't bad a penne a la vodka. Mind you big time gaps between these paltry courses.  Iceberg lettuce salad that looked like garnish taken from the last party. God awful. Who serves iceberg lettuce anymore? The cheapest garbage going. Now for the dinner that took FOREVER to bring out. Cheap wedding food at best.  My wife had the Flank steak drenched in sugary teriyaki sauce. Inedible. Multiple people couldn't eat it. I had the filet. Was average but like I said wedding food. Bottom line: I've been to other places like Patrizias and I'm not a fan of the loud packed crowd but the food there is top notch and plenty of it for the prix fixe. This was a waste of money. They should've kept going to Perth Amboy.UPDATE: My brother-in-law called to complain today and they told him the food was late and terrible because the CHEF PASSED OUT?? What does that even mean??? Also is it a restaurant or sports bar??  Giant Tv's in almost every room.,"Very good food and serviceWe had a post funeral luncheon at Nucci's South a few weeks ago and the Management and Staff were great. We have eaten there many other times and we were glad they were able to arrange this for us at such a difficult time (my dad really loved this place so we knew he would have choose it) They have a great bereavement menu which makes it very easy on the family during a difficult time. We pre-selected a salad, and pasta course which was served to the large group and then each person was asked which entree they would like from 4 different choices and then they each got a great plated dessert. They made it so easy on us and the price was great. I would reccomend this restaurant for any occasion you have and I am sure you will be very satisfied.",Tried it for the first time last night with my son and his girlfriend . Truly a great place . Nice menu with plenty of options . Great service and delicious food. And the bonus was Monday to Thursday it was buy one get one entrees! Nice surprise . We all ordered different dishes and we all enjoyed it. Def going back.,Tried it for the first time last night with my son and his girlfriend . Truly a great place . Nice menu with plenty of options . Great service and delicious food. And the bonus was Monday to Thursday it was buy one get one entrees! Nice surprise . We all ordered different dishes and we all enjoyed it. Def going back .,Nucci's South
211,Worst food I ever ate took over 1 hour to deliver and totally not worth the wait foodWas cold sauce was bland dough was rubbery/ chewy stuff mushrooms cost $10 dollars and wasn't even cook on top of tasting horrible and fishy this place shouldn't even be in business stay far far away from them,wish i could give no stars the people are so rude and mean. the staff literally ignored me for fifteen min before i could order nasty girls on the phone too. overall just a bad experience. will not go back and anyone who's considering this establishment should just go to ti amo. they are the better food and the better atmosphere.,Just received my delivery an hour and half after ordering it was supposedly on it's way 45 min after ordering . My food was cold and burnt I ordered a steak wrap and a slice of pizza the steak taste like charcoal  never will I order from here again .,"So I saw the medicore reiews, and HAD to give Bario's a chance. As you can see from my rating. I agree with what most people had to say here. It took a very long time for them to actually get here. Two hours and thirty minutes, counting fron when I got a call that the pizza was out to delivery. And when it eventually arrived, it was nothing special.First off, my pizza's box was bent, and the pizza was squished in. So presentation wise, they kinda failed. I dont know what they do with the toppings. But I feel as though it's lightly boiled? I don't know why so many pizza places on Staten Island does that. But I guess someone must like it. Personally I'm a traditionalist in pizza. I like my toppings roasted.I ordered from here due to the extensive vegan menu. And numbers wise, its impressive! But in taste, its. Okay. Just okay. I guess it all comes down to personal perfrences at this point. If you love Violife cheese, order here. This was my first time eating Violife cheese, but I came in expecting good things. Since every vegan online talks up Violife. Turns out, Violife is gross. It looked weird, and tasted like raw dough. I did not enjoy it.I also ordered buffalo cauliflower,  and it was good. Much wetter than I usually have (didn't help that it came cold) but not bad.Overall though, I can't see myself ordering from this store again. If you're a vegan craving pizza. We have a Blaze Pizza on the island, and their vegan pizza is AMAZING. What we should do is encourage them to open more stores, really","This place is local to my sisters house. When we are here it's our go for a family meal. It comes with anti pasto, pasta ,salad and a dish ( we usually get the combo of shrimp parm and chicken parm) all family style for $36.  It's a great deal and the food is always good. They close at 10 and we called at 9:30 and asked them if we could still come to eat and they said sure. We were actually there until 10:30.","Very pleased!! Found out they had a FULL vegan menu and couldn't pass up trying the pie + tofu buffalo wrap. Now this is one of my favorite spots on the Island! Can't wait to try more of your vegan options! Probably going to try the beyond sausage & peppers next time. Sounds next level! Thanks, keep it up!!",Bario's Restaurant
212,Come here pretty often. Food is really good but not happy about the valet attendant. He got into my car while smoking a cigarette.,"I've been here a few times with friends and my cousin...apparently I need to always come with my cousin who knows some of the waiters and owner because I came with my family for a special birthday without her and it was completely different atmosphere and food not good at all. Portions way smaller than when I came the other times.  We got the prix fix which we have gotten before and it was always good and plentiful.....this time the sauce for the calamari was way too bland no taste at all!!! My husband ordered the stuffed filet of sole and he was lucky to get three bites out of it and paper thin he didn't even know what kind of fish it actually was.  I had the pork chop which I've had before and was terrific NOT this time it looked like fake pork and was covered in thyme spice which I hate and way too much of it. The broccoli was right out of the pot no seasoning at all and the mashed potatoes the same issue no taste. I had my two grandchildren with us who didn't get dessert but we did - Tortoni no choice here!!! and coffee never asked if we wanted cappuccino instead (I would have paid extra)  so I asked for ice cream for the kids they had the nerve to charge 16.00 for two scoops of ice cream for the two of them.....really!!!! As usually, it's who you know at some of these restaurants on Staten Island and this is definitely one of them......","This is a favorite for for one of my friends. She is a sucker for a Prix-Fix menu which they offer. She called last minute to meet her there on a Wednesday night. By the time o arrived they had already started the 4 course dinner. So I just ordered  the Bolognese since everything else had olives (my most hated food). My friend liked her lentil soup and the other app was the zucchini blossom and bbq Meatball ??? Meatball was gross and the blossom was good but soggy since it's drenched in sauce. Our reed was so stale you break a tooth. Had to ask repeatedly for butter, silverware, a beverage. I rated the pasta duo of pene vodka and angel hair with garlicky tomato sauce those were cold but served almost cold. As for the entrees my Bolognese was gross. I love Bolognese this was worse then a jar sauce with hamburger. O it was terrible. My friends both had the chicken chicken/shrimp lemon sauce. Ice cold I mean ice my friend even asked them to nuke it. For dessert it came with Tortoni. Apparently Tortoni is ice cream in a paper condiment cup you get at most fast food places. For an extra fee one of them upgraded to Tiramisu. She said it was stale. When the waiter asked why she didn't eat it. He looked so offended. Didn't offer her anything else or to even remove it from the bill. Needless to say I won't be running back here.","Fun GNO, service was good and quick.  Food was very good, Fun night for dinner and a little dancing.","Decided to give it a try after some friends recommended it to us.  Arrived about 4 PM on a weekday and immediately were seated.  My wife ordered the Pollo Scarppariello.  She found it to be flavorful and considered it Very Good.  I ordered the Veal Parmigiana with Pasta.  It was very thin slices of breaded dry Veal that were difficult to slice with a knife and not at all tender to chew.  Sauce was light and flavorful, but did not make up for the poor condition and preparation of the Veal.  Disappointed to say the least.  Came with Linguine which was Good.  Discussed the situation with the Manager for his benefit so he could take the proper action.  Service was Very Good.  Ambiance was comfortable.  The rating would be much higher if my dish were at the level of my wife's.  Unfortunately, it wasn't even close.  Consequently, the rating you see above.","Been there a few times and each time had a delicious, very satisfied meal. Appetizers are tasty and prepared well and the specials we had were delicious. The Salmon is a healthy portion and cooked to perfection The staff is friendly and having the owner check in to see if all is well is a nice touch. Weekends add some live music for an enhanced experience. I recommend",Il Sogno
213,"Nope.... Not ordering from here again. The only thing I really enjoyed was the hummus and pita bread. That's all, the rest of my order NO GOOD. Hey & What gives with the (spanakopita) spinach pie ?? It had NO FLAVOR what's so ever. Disappointment, live and learn. ‍ Picture of receipt regarding my order and prices posted.","Greek food is one of my favorites to eat and I was excited to try new Greek establishment. I walked in, I noticed a cute place and the staff noticed me, the phone won't stop ringing and I couldn't ask one of the girls questions. So I thought this place must be good.First time ordering Greek food from Kuzina and it was a take out. I ordered three big meals and one apps. * a big Horiatiki salad with chicken and beef on the stick. * Chicken Souvlaki Platter with a small Horiatiki salad to take place for French fries.  * Bifteki Platter with Greek French fries. * Loukaniko as apps. I got the order and I took it home without checking. My jeep was smelling really good and I was hungry. I couldn't wait to go home to eat. They got two ordered mixed up and forgot the Horiatiki salad for one of the orders. So I had to give my salad to my mother to complete the meal. I only ate the meat. The salad that was suppose to be mine, I gave it to my mother and the salad were overly wilted with salad dressing. All the meats that we got were flavorful but over cooked. It was very disappointing. It is not worth my $60.00.I will check out the establishment that's the one on Arthur Kill Rd and see if they are any better. How Greek it is! Has my vote!If the owners are on this page, please reach out to me.","We have ordered from this place multiple times, each time thinking it will be different. Alas, here we are, waiting over an hour and half for our food. Mind you, we live 10 minutes away from the resaturant. This is the very last time we will be ordering from Kuzina. I suggest that if you want your dinner before it's time for you to wake up for work the next morning, do not order from here.","I had gyro platter which come with a small salad gyro meat and rice. The portion size is pretty big and they give u extra pita. The gyro was very good as well . Service was a little slow but they were very nice and gave me extra tatziki sauce No charge . Overall I would go back .. oh and the price was pretty good as well . 50$ for a gyro , gyro platter, a large Greek salad with a chicken kabob a soda and 2 frappes..","100 degrees out and no one wanted to cook so we decided to order from this place. Very upset we did ... low quality and not a thoughtful packaging situation. The Lima beans in tomato sauce arrived spilled in the bag....and upon trying to salvage them it turned out they were nothing more than out of the can crapolaaaa .... what balls on these people? Entire order was not flavorful, awful hummus... pita uncooked and soggy ... really a total waste of money. We got bit. But trust us ... we won't get bit again by these guys. Let's just save everyone the time, agony and of course the money and go out of business tomorrow ... thanks ; )",Ive only ordered delivery from here so sit down might be better. Delivery took close to 2 hours with no prior warning of it taking so long By the time my food arrived it was cold and the bag was soaked in oil/ grease. Salad- it was drenched in salad dressing and seems to have been made ages ago as the lettuce was mushy. The cucumbers and olive had no bite and crunch they were all soggy. Grape leaves- absolutely delicious I definitely recommend Oktapodi- im sure it would've tasted better hot but cold gummy octopus was just not appetizing. The season was delicious but cold it was just not good. Chicken gyro platter-  Chicken was seasoned deliciously and the lemon potatoes were phenomenal.,Kuzina
214,Love this place we come every Friday after soccer with my kids one of the best slices of pizza on the island. I've had most of there entrees one better then the next.My only complaint ls they charge for the Credit Card fees I go out to eat all the time I've never seen that I explained to the manger or maybe the owner raise your prices no one cares to pay more ( and there prices are cheap def due for an increase) but people don't like to see that it looks like your taking advantage!,"Food is decent Service is lacking. I have given this place three visits now. Both in person visits were about the same. They staff this restaurant with young people but do not give them the skills to be successful at customer service. My most recent experience... I ordered food to be delivered to my community pool. Obviously if it's going to a community pool I NEED utensils. One if the items ordered was a salad with grilled chicken. The lack of utensils prompted me to call. The girl on the phone said"" I thought you had your own since you didn't ask"". Then offered to send them. The salad was packed in the same packaging as the chicken.   Making the lettuce soggy to begin with.  Waiting another half hour would have made for cold chicken and hot soggy salad. I asked for the manger, they said hold on. Then that they had stepped out. Like I said. NO customer service",The worst chicken parmigiana I ever had! The chicken was disgusting not Edible and one little small piece of mozzarella on the top. I called backed to complain told the girl I want to send back my order and was left on hold for 20 minutes. I called back I said you left me on hold for 20 mins  and the girl had the nerve to say they were too busy! I suggest to go to Pronto the food there is always fresh!!,"If I ever had to eat one pizza for the remainder of my life, it would be from Reggiano's. We have been loyal to another Staten Island pizzeria for more than a decade.  However, a colleague told me about this spot.   And, of course, I can't wait for him to recommend other places now, as I know he has fabulous taste in food.   We had the Reggiano's Pie with meatballs, holy pizza pie.Layer by layer, the crust, phenomenal.  Just the right amount of thickness.  The sauce, thick with a hint of sweetness.    The basil, plentiful and so delightful. The parm chunks, just right. For once, I didn't need to add anything, no pepper, no extra parm, it was pure perfection.   We were greeted as soon as we walked in the door.  The friendly service lasted all through dinner.","Food is always very good, service is friendly and even when it's extremely busy, they still do their best to make sure each group is attended to. Many times the manage/owner will walk around and talk to everyone which is nice and shows an appreciation for the people who come in. Highly suggest their seafood dishes and the pizza is just as good. The red sangria is always a good choice to any meal . Can't think of anything I would change except maybe the wait, but that's bc of how good it is and speaks to the positive experience you have there.","This places has some of the best pizza and heros on Staten Island and at some great prices. I got the classic Reggiano pie and it was done just right with a wood fire charred bottom, and the intense flavor of fresh grated Parmesan Reggiano.",Reggiano's
215,"Me and my family were loyal customers of A&C for a long time. Ever since they expanded, the food quality has really declined. After buying products from both the shelf and in the deli that were expired, moldy, and old, I gave them the benefit of the doubt and gave them one more shot. I got stromboli from the deli and the meat inside was so old, the salami was turning gray. Ordered a deli sandwich and the grilled chicken was rubbery and disgusting. I couldn't even eat any of it and this stuff is pricey! Unfortunately this place had so much potential, but i will never buy anything from there again. I go out of my way now to go to another Italian deli in the area. They lost a lot of business from me and my family.","Solid quality Deli, the prices have gone up a bit but considering the expansion and the facts it's the only thing open after 10 around here, I can dig it.","This was my favorite deli-until they made the major renovations. It is strange, the taste of the refrigerated salads do not seem as fresh as they were in the old refrigerator cases. The refrigerator cases have a separation in the glass. One day while waiting for my order, I saw a child put their fingers through the opening towards the food. Made me think if a kid could put their fingers in there, what else could fit through those openings? The deli workers (post construction) are not as skilled, not great at cutting the deli meats. The store has an odd smell, not food like, but odd. My teenager says it stinks. It isn't a pleasant smell. One very annoying thing-the new cashiers. No one says ""next"" or ""can I help you?""  Nope you get an ""are you ready?"" With a questioning look as they look up from their phones. Yes I am ready. I am standing on this line. I am sure the renovations cost a small fortune. But the store doesn't seem as crowded as it once was. I hope the expansion pays off for the deli.","I ordered 2 really good sandwiches from the deli.  The counter man came around and walked me to the breads, where I got to pick what I wanted the sandwich on.  There were 2 soft sub rolls right there, so I went with those. Normally I like a little harder Italian bread, but these were fine. I went with the italian sandwich and got salami and cheese for the wife. Good amount of meat on both sandwiches, I thought the red pepper on the Italian could have had a little more flavor. Really glad I added onions to the sandwich too, because it didn't come with them. 12$ for the Italian, 9$ for the salami and cheese- each sandwich was plenty of food for an entire meal, and wife actually made hers into 2. Ok fine, half for her and half for me a day or 2 later. Sandwich aside, there is a ton of prepared Italian/other food in the counter.  I saw friend shrimp, egg rolls (who knows what they were stuffed with), rice balls, like 4 different meatballs... it was a lot of food to choose from. Don't want to cook (or own a deep fryer), check these guys out.","This place only gets better, the food is fresh, the service is great, and now they have fresh bread. Love this place, I don't know where I would go for my fresh deli meats, tuna, salads, grilled vegetables, o yeah and their amazing grill chicken and eggplant caponata.","I grew up in Brooklyn and when we decided to move to Staten Island I thought ""We're screwed"". Where are we going to eat? Where are we going to find good old fashion Italian food? The first day I stepped in A & C I was amazed how nice everyone was. I ordered a sandwich (Chicken Cutlet, fresh Mozzarella, roasted peppers, oil (olive),  and balsamic vinegar). I sat down at home to eat  and I took a bite from my sandwich, OMG. Since that day all I can do is smile when I go to A & C, because whatever I get for breakfast, lunch, or dinner is gonna bring a smile to my face.  I have been going to this salumeria for approximately 15 years and I have tried all the other places in Staten Island. If you live or have traveled or travel to or through  Staten Island,  don't think twice you have to try this place.",A & C Superette
216,"Terrible place! Waiters are standing around, pretending not to notice when you ask for them! We have a banquet and believe it or not I have to pay $11 for a small cup of tonic!!!! And they told me ginger ale is also not included! I wonder what the tonic with vodka would be-$40?!?! Terrible! Most expensive tonic I ever drank in my life! Go somewhere else!!!","The most unprofessional, a nightmare of a restaurant! We came to break our fast on one of the holiest days of the year. Ordered a head of time and dragged my elderly parents there. The restaurant was packed to capacity with minimal staff, the waitress who later told us she was the manager, kept complaining that she was overwhelmed and understaffed (did I already say unprofessional).  Food arrived in 45 minute intervals for each member of our party, nobody received their entree at the same time. We continued to complain and yet there was no apology or comp for what was the worst meal and service ever provide by a restaurant! I will never go back and I will tell anyone that listens to never patronize this horrible establishment !!! Shame on you!!!!","Had a family gathering here this past weekend. We got a private room in the back, which was nice.Food was good-a lot of fresh salads, apps, crispy potatoes, and well-cooked meats.Service was very attentive.",Excellent management. Phenomenal kitchen. Excellent service. Everyone is so friendly. The food is simply perfection.,"I don't know if this restaurant is related to the one in Brooklyn, but if it is it is giving its big brother a bad name.  But let's start at the beginning.it was Sunday night and we were pretty hungry so we decided to stop by Chinar for dinner.Expecting service and prices akin to similar places across the Verrazano Bridge we were pretty happy with our choice but boy were we wrong.First off.  Normally if you have a place that can seat you for dinner just as a visit but not a scheduled banquet one might expect to have a host(ess) greet you at the entrance and get you to the table.  That was missing, the host were actually talking at the bar so when my wife walked in she just pointed at any table and told her to just pick one.So we sat down.  The girl that was servicing our table was nice and we decided to pick a sampler platter for four, which normally should be sufficient to feed 2 adults and 2 kids but this one was not to be.  The sampler platter for four actually includes 4 kabobs, not 6 or 8 as one might have expected from a place like this but 4.  1 Chicken, 1 Lyulya, 4 lamb chops, and 1 lamb riblets (which basically have some fat but very little meat),  So the platter which was basically the size of half of our table had that in meats and a mountain of french fries.  I mean I love fries as the next guy but that is a side not the main course!So we had to order 4 more kabobs, each one at a price point of something similar one might have at an upscale Manhattan restaurant but at a neighborhood place on Staten Island!  I mean the only saving grace for this place is that food is actually good.  It is tasty, not overdone but I think that they should close down the restaurant and just have the banquet hall.","I have no words to describe how amazing this place is. The food is absolutely delicious, the service was stunning but the best of it was entertaining part I couldn't even believe we could have such an awesome party. I was invited for a bday party in private room where we had terrific singers who made our party unbelievable great. All guests were thrilled with all performers especially Arthur who is adorable fella and sang for us any song we wanted. So friendly and generous! This energy! Noone was sitting at the table everyone was dancing! WOW! I am celebrating my birthday there also and making sure I'm booking performers as well, as I know they will not let my party down! Thank you Chinar on the Island for making my trip from Manhattan worth it 150%",Chinar On The Island
217,"Small owned restaurant. No one was there when we went in and waited around for a few minutes for sometime to realize we were there. After we got our food, the waitress disappeared and never came to check up on us. I'm not a huge fan of Indian food, but figured I'd be adventurous and try something new. My feelings for Indian are unchanged after my meal.","We went in at a time when the place was ""full"". Both the ambience and the food were below par. Good staff though.","I've ordered from Dosa Garden often enough. Food was very good. However last two orders were disappointing. Food used to come complete and within a reasonable time frame. In the last 2 orders -both were extremely late (nearing the 2 hours mark)- in one, items were missing, the other - well, technically order was cancelled due to lateness ( & after driver unbelievably left with the food after I had buzzed him in due to ""many orders"" to deliver). I didn't write anything the first time - just didn't order for a long time- Second time- I wish to make sure to comment on their lack of timeliness. I ordered through Grub Hub whose rep told me that an invite to comment is issued after delivery- no delivery, no invitation to rate. I am sure that there have been quite a few cancellations  not reflected in the reviews then - I base my decisions on where to order based on rating & reviews - timeliness being one of the factors. I see ratings & reviews as incomplete & hope that they could include the cancellations due to lateness in the future. Could have ordered somewhere else.",This place has more then earned their 5th star!  Always good its now great.  Love ordering the chana palak for a veggie option or the markhoni chicken for a meat option.  Quality every time.  Best on staten island and there is a lot of competition for sri lankan/indian here.,"This place is an absolute staple of the community.  I'm really glad that Dosa is still going strong.  It's introduced me to lots of Sri Lankan dishes I would have never had.  As I've begun eating healthier, there are lots of options for that here too.  Great for a sit down meal or take out.  Consistent quality.","Came here on a Sunday night for dinner with my family. It was pretty empty but got packed by the time we were done. Service was exceptional. Our waitress was polite and efficient. The restaurant is small, cute, simple, & clean. No complaints.We got the medhu vada which were probably some of the BEST I've had. Super crispy and light but super soft on the inside. I got the Mysore cheese dosa and needed to eat it in two sittings because it was so filling. It was very good. Overall it was a great experience and will definitely be coming back when I need my dosa fix.",Dosa Garden
